account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
699,canceled,2015-08-11,2015-08-18,7,False,True
940,current,2015-08-13,,,False,False
940,canceled,2015-07-17,2015-07-23,6,False,True
1162,canceled,2015-08-14,2015-08-19,5,False,True
986,current,2015-08-15,,,False,False
784,current,2015-08-17,,,False,False
893,current,2015-08-18,,,False,False
840,current,2015-08-21,,,False,False
975,current,2015-08-23,,,False,False
1038,canceled,2015-04-04,2015-04-26,22,False,True
739,canceled,2015-04-05,2015-04-05,0,False,True
1046,canceled,2015-04-05,2015-04-07,2,False,True
1170,canceled,2015-04-05,2015-07-12,98,False,True
1268,canceled,2015-04-06,2015-05-28,52,False,True
706,canceled,2015-04-07,2015-07-14,98,False,True
1222,canceled,2015-04-07,2015-04-07,0,False,True
936,canceled,2015-04-07,2015-04-12,5,False,True
632,current,2015-04-07,,,False,False
606,canceled,2015-04-08,2015-06-15,68,False,True
117,current,2015-04-08,,,False,False
863,canceled,2015-04-10,2015-04-12,2,False,True
94,current,2015-04-24,,,False,False
299,current,2015-04-24,,,False,False
574,current,2015-04-24,,,False,False
212,current,2015-04-24,,,False,False
401,current,2015-04-24,,,False,False
387,current,2015-04-24,,,False,False
1113,current,2015-05-06,,,False,False
382,current,2015-05-06,,,False,False
8,current,2015-05-06,,,False,False
1,current,2015-05-06,,,False,False
184,current,2015-05-12,,,False,False
61,current,2015-05-12,,,False,False
669,canceled,2015-05-12,2015-07-19,68,False,True
596,current,2015-05-12,,,False,False
7,current,2015-05-12,,,False,False
41,current,2015-05-13,,,False,False
513,current,2015-05-28,,,False,False
545,current,2015-05-28,,,False,False
572,current,2015-05-28,,,False,False
199,current,2015-05-30,,,False,False
1125,canceled,2015-05-31,2015-05-31,0,False,True
569,canceled,2015-06-02,2015-08-09,68,False,True
14,current,2015-06-03,,,False,False
646,current,2015-06-04,,,False,False
708,canceled,2015-06-05,2015-06-05,0,False,True
708,canceled,2015-06-05,2015-06-10,5,False,True
6,current,2015-06-05,,,False,False
619,current,2015-06-06,,,False,False
912,canceled,2015-06-06,2015-08-13,68,False,True
456,current,2015-06-07,,,False,False
1025,canceled,2015-06-07,2015-06-07,0,False,True
80,current,2015-06-07,,,False,False
763,canceled,2015-06-08,2015-06-14,6,False,True
116,current,2015-05-06,,,False,False
89,current,2015-05-07,,,False,False
471,current,2015-05-07,,,False,False
1002,current,2015-05-07,,,False,False
154,current,2015-05-09,,,False,False
58,current,2015-05-09,,,False,False
406,current,2015-05-10,,,False,False
1062,canceled,2015-05-10,2015-06-17,38,False,True
1282,current,2015-05-10,,,False,False
162,current,2015-05-11,,,False,False
242,current,2015-05-11,,,False,False
235,current,2015-05-11,,,False,False
928,current,2015-05-11,,,False,False
1151,current,2015-05-11,,,False,False
249,current,2015-05-12,,,False,False
621,current,2015-05-12,,,False,False
656,current,2015-05-12,,,False,False
497,current,2015-05-12,,,False,False
73,current,2015-05-28,,,False,False
1184,canceled,2015-05-29,2015-06-04,6,False,True
290,current,2015-05-30,,,False,False
1290,current,2015-06-02,,,False,False
294,current,2015-06-04,,,False,False
826,canceled,2015-06-05,2015-06-09,4,False,True
750,canceled,2015-06-06,2015-06-06,0,False,True
573,current,2015-06-07,,,False,False
1081,current,2015-06-08,,,False,False
956,canceled,2015-06-08,2015-08-15,68,False,True
1172,canceled,2015-06-09,2015-06-10,1,False,True
1036,current,2015-06-09,,,False,False
1084,canceled,2015-07-08,2015-07-15,7,False,True
827,canceled,2015-07-08,2015-07-12,4,False,True
271,current,2015-07-08,,,False,False
317,current,2015-07-09,,,False,False
1257,current,2015-07-09,,,False,False
326,current,2015-07-09,,,False,False
783,canceled,2015-07-13,2015-07-19,6,False,True
748,current,2015-06-08,,,False,False
777,canceled,2015-06-08,2015-08-15,68,False,True
910,canceled,2015-06-08,2015-06-15,7,False,True
296,current,2015-06-08,,,False,False
628,current,2015-06-09,,,False,False
1262,current,2015-06-09,,,False,False
531,current,2015-07-08,,,False,False
947,canceled,2015-07-08,2015-07-13,5,False,True
1209,current,2015-07-09,,,False,False
498,current,2015-07-09,,,False,False
1197,canceled,2015-07-09,2015-07-11,2,False,True
430,current,2015-07-10,,,False,False
694,current,2015-07-10,,,False,False
238,current,2015-07-13,,,False,False
48,current,2015-07-16,,,False,False
47,current,2015-07-16,,,False,False
29,current,2015-07-16,,,False,False
885,current,2015-07-16,,,False,False
164,current,2015-07-16,,,False,False
1080,current,2015-07-17,,,False,False
402,canceled,2015-01-12,2015-03-10,57,False,True
402,current,2015-03-10,,,False,False
15,canceled,2015-01-12,2015-01-17,5,False,True
15,canceled,2015-03-04,2015-08-11,160,False,True
87,current,2015-01-12,,,False,False
724,canceled,2015-01-12,2015-01-18,6,False,True
134,canceled,2015-02-05,2015-06-12,127,False,True
1033,canceled,2015-02-06,2015-08-13,188,False,True
782,current,2015-07-17,,,False,False
979,current,2015-07-17,,,False,False
849,canceled,2015-07-17,2015-07-19,2,False,True
898,canceled,2015-07-18,2015-07-24,6,False,True
1302,current,2015-07-18,,,False,False
879,canceled,2015-07-18,2015-07-24,6,False,True
687,current,2015-07-20,,,False,False
924,current,2015-08-11,,,False,False
946,current,2015-08-11,,,False,False
889,canceled,2015-08-11,2015-08-11,0,False,True
805,current,2015-08-11,,,False,False
552,current,2015-08-14,,,False,False
1028,current,2015-08-21,,,False,False
1034,canceled,2015-07-15,2015-07-20,5,False,True
1159,canceled,2015-07-16,2015-07-21,5,False,True
1003,canceled,2015-07-16,2015-07-20,4,False,True
122,current,2015-07-17,,,False,False
39,current,2015-07-17,,,False,False
775,canceled,2015-07-17,2015-07-24,7,False,True
393,current,2015-07-18,,,False,False
1147,current,2015-07-19,,,False,False
325,current,2015-07-19,,,False,False
883,current,2015-07-19,,,False,False
1224,current,2015-07-20,,,False,False
332,current,2015-08-11,,,False,False
443,current,2014-11-10,,,False,False
309,current,2014-11-10,,,False,False
512,canceled,2014-11-10,2015-03-17,127,False,True
821,canceled,2014-11-10,2014-11-16,6,False,True
230,current,2014-11-10,,,False,False
301,current,2014-11-10,,,False,False
760,canceled,2014-11-10,2014-11-13,3,False,True
506,current,2014-11-10,,,False,False
1243,canceled,2014-11-10,2014-11-18,8,False,True
737,canceled,2014-11-10,2014-11-10,0,False,True
1220,canceled,2014-11-10,2014-12-17,37,False,True
878,canceled,2014-11-10,2014-11-10,0,False,True
1288,canceled,2014-11-10,2014-11-15,5,False,True
755,current,2014-11-10,,,False,False
85,canceled,2014-11-11,2015-03-27,136,False,True
160,canceled,2014-11-11,2015-02-18,99,False,True
1050,current,2015-08-11,,,False,False
998,canceled,2015-08-11,2015-08-18,7,False,True
834,current,2015-08-13,,,False,False
742,current,2015-08-14,,,False,False
981,canceled,2015-02-07,2015-02-07,0,False,True
535,current,2015-02-08,,,False,False
636,canceled,2015-02-09,2015-02-10,1,False,True
636,canceled,2015-03-05,2015-08-12,160,False,True
423,canceled,2015-02-09,2015-04-08,58,False,True
423,current,2015-04-08,,,False,False
1112,canceled,2015-02-10,2015-02-13,3,False,True
190,canceled,2015-02-11,2015-04-08,56,False,True
190,current,2015-04-08,,,False,False
1078,canceled,2015-02-11,2015-02-17,6,False,True
692,canceled,2015-02-11,2015-02-24,13,False,True
1101,current,2015-02-25,,,True,False
904,canceled,2015-03-05,2015-03-10,5,False,True
259,canceled,2015-03-05,2015-03-12,7,False,True
259,canceled,2015-04-07,2015-07-14,98,False,True
653,canceled,2015-03-05,2015-03-05,0,False,True
653,current,2015-07-08,,,False,False
1177,canceled,2015-03-06,2015-03-06,0,False,True
1177,current,2015-03-11,,,False,False
233,current,2015-03-06,,,False,False
351,current,2015-03-08,,,False,False
680,canceled,2015-03-09,2015-03-12,3,False,True
1148,canceled,2015-03-09,2015-03-09,0,False,True
854,current,2015-08-23,,,False,False
880,current,2015-08-23,,,False,False
839,canceled,2014-11-13,2015-01-15,63,False,True
1161,canceled,2014-11-13,2014-12-20,37,False,True
672,current,2014-11-14,,,False,False
282,current,2014-11-14,,,False,False
155,current,2014-11-14,,,False,False
949,canceled,2014-11-14,2014-11-20,6,False,True
257,current,2014-11-15,,,False,False
311,current,2014-11-16,,,False,False
188,current,2014-11-16,,,False,False
1146,canceled,2014-11-16,2014-12-23,37,False,True
65,canceled,2014-11-16,2015-02-23,99,False,True
787,canceled,2014-11-16,2014-12-23,37,False,True
941,canceled,2015-03-10,2015-04-01,22,False,True
457,current,2015-03-10,,,False,False
1119,canceled,2015-03-11,2015-03-15,4,False,True
1119,canceled,2015-08-16,2015-08-16,0,False,True
899,canceled,2015-03-11,2015-03-17,6,False,True
985,canceled,2015-03-11,2015-04-18,38,False,True
1186,canceled,2015-03-11,2015-03-11,0,False,True
333,current,2015-04-01,,,False,False
681,canceled,2015-04-01,2015-04-07,6,False,True
681,canceled,2015-06-09,2015-06-15,6,False,True
835,canceled,2014-12-03,2015-01-10,38,False,True
549,canceled,2014-12-03,2015-06-10,189,False,True
660,canceled,2014-12-03,2015-01-10,38,False,True
174,canceled,2014-12-03,2015-03-10,97,False,True
1261,canceled,2014-12-03,2014-12-08,5,False,True
514,canceled,2014-12-04,2015-06-11,189,False,True
1135,canceled,2014-12-04,2014-12-08,4,False,True
953,canceled,2014-12-05,2014-12-11,6,False,True
594,current,2014-12-05,,,False,False
137,current,2014-12-06,,,False,False
725,canceled,2014-12-06,2014-12-06,0,False,True
820,canceled,2014-12-06,2014-12-09,3,False,True
778,canceled,2014-12-07,2014-12-29,22,False,True
865,canceled,2014-12-07,2014-12-13,6,False,True
801,canceled,2014-12-08,2015-02-03,57,False,True
1077,canceled,2014-12-08,2015-01-30,53,False,True
808,canceled,2014-12-08,2014-12-30,22,False,True
241,current,2014-12-08,,,False,False
767,canceled,2014-12-08,2014-12-11,3,False,True
46,current,2014-12-08,,,False,False
917,canceled,2014-12-09,2014-12-14,5,False,True
933,canceled,2014-12-09,2014-12-14,5,False,True
1246,canceled,2014-12-09,2014-12-15,6,False,True
363,current,2015-04-02,,,False,False
269,current,2015-04-02,,,False,False
528,canceled,2015-04-03,2015-08-10,129,False,True
1145,canceled,2015-04-04,2015-04-04,0,False,True
658,canceled,2015-04-06,2015-04-08,2,False,True
658,canceled,2015-04-10,2015-04-10,0,False,True
1158,canceled,2015-04-07,2015-04-09,2,False,True
600,current,2015-04-07,,,False,False
1115,canceled,2015-04-08,2015-05-15,37,False,True
957,canceled,2015-04-08,2015-04-14,6,False,True
920,current,2015-04-12,,,False,False
447,canceled,2015-04-24,2015-06-04,41,False,True
370,current,2015-04-24,,,False,False
84,current,2015-05-06,,,False,False
255,current,2015-05-06,,,False,False
987,canceled,2014-12-09,2014-12-11,2,False,True
472,current,2015-01-07,,,False,False
802,canceled,2015-01-08,2015-01-08,0,False,True
664,canceled,2015-01-08,2015-01-08,0,False,True
272,canceled,2015-01-08,2015-05-15,127,False,True
32,current,2015-01-08,,,False,False
115,current,2015-01-11,,,False,False
997,canceled,2015-01-12,2015-01-12,0,False,True
434,canceled,2015-01-12,2015-06-03,142,False,True
1061,canceled,2015-01-12,2015-01-14,2,False,True
532,canceled,2015-01-12,2015-06-19,158,False,True
847,canceled,2015-01-12,2015-01-19,7,False,True
937,canceled,2015-05-06,2015-06-13,38,False,True
927,canceled,2015-05-06,2015-05-13,7,False,True
927,canceled,2015-05-13,2015-07-20,68,False,True
1022,canceled,2015-05-07,2015-06-14,38,False,True
1022,current,2015-08-20,,,False,False
320,current,2015-05-07,,,False,False
635,current,2015-05-07,,,False,False
182,current,2015-05-08,,,False,False
298,current,2015-05-08,,,False,False
385,current,2015-05-08,,,False,False
175,current,2015-05-09,,,False,False
942,canceled,2015-05-10,2015-05-15,5,False,True
120,current,2015-05-11,,,False,False
314,current,2015-05-11,,,False,False
331,current,2015-05-11,,,False,False
303,current,2015-05-11,,,False,False
533,current,2015-05-11,,,False,False
1026,canceled,2015-05-11,2015-05-12,1,False,True
17,current,2015-05-11,,,False,False
129,current,2015-05-11,,,False,False
189,current,2015-05-12,,,False,False
772,canceled,2015-05-12,2015-05-19,7,False,True
870,canceled,2015-05-12,2015-05-12,0,False,True
4,current,2015-05-12,,,False,False
454,current,2015-05-12,,,False,False
715,current,2015-05-12,,,False,False
410,canceled,2015-05-12,2015-08-19,99,False,True
1007,canceled,2015-05-12,2015-06-19,38,False,True
1007,canceled,2015-07-18,2015-07-23,5,False,True
758,canceled,2015-05-12,2015-05-17,5,False,True
16,current,2015-05-13,,,False,False
1165,canceled,2015-01-12,2015-01-13,1,False,True
297,current,2015-01-12,,,False,False
373,current,2015-01-12,,,False,False
1284,canceled,2015-01-13,2015-01-13,0,False,True
510,current,2015-02-05,,,False,False
645,canceled,2015-02-09,2015-05-16,96,False,True
1079,canceled,2015-02-09,2015-02-09,0,False,True
1281,canceled,2015-02-09,2015-02-12,3,False,True
36,current,2015-05-13,,,False,False
1068,canceled,2015-05-28,2015-05-29,1,False,True
616,current,2015-05-28,,,False,False
55,current,2015-05-29,,,False,False
538,current,2015-06-02,,,False,False
503,current,2015-06-03,,,False,False
196,current,2015-06-03,,,False,False
1217,canceled,2015-06-06,2015-07-28,52,False,True
1217,current,2015-08-13,,,False,False
1106,canceled,2015-06-07,2015-06-13,6,False,True
762,canceled,2015-06-08,2015-07-15,37,False,True
565,current,2015-06-08,,,False,False
897,canceled,2015-06-08,2015-07-15,37,False,True
518,current,2015-06-08,,,False,False
961,canceled,2015-06-08,2015-06-11,3,False,True
384,current,2015-06-08,,,False,False
1075,canceled,2015-06-09,2015-08-16,68,False,True
888,current,2015-06-09,,,False,False
1227,current,2015-06-09,,,False,False
176,current,2015-07-08,,,False,False
1133,canceled,2015-07-09,2015-07-15,6,False,True
1231,current,2015-07-09,,,False,False
1005,canceled,2015-07-09,2015-07-11,2,False,True
999,canceled,2015-02-10,2015-02-13,3,False,True
391,current,2015-02-10,,,False,False
1188,canceled,2015-02-10,2015-03-17,35,False,True
1200,canceled,2015-03-04,2015-04-11,38,False,True
1196,canceled,2015-03-04,2015-03-11,7,False,True
113,canceled,2015-03-04,2015-07-11,129,False,True
409,current,2015-03-06,,,False,False
1082,canceled,2015-03-06,2015-04-13,38,False,True
872,current,2015-03-06,,,False,False
860,canceled,2015-03-07,2015-03-11,4,False,True
828,canceled,2015-03-09,2015-04-16,38,False,True
795,canceled,2015-03-09,2015-03-13,4,False,True
1100,canceled,2015-03-10,2015-03-16,6,False,True
172,current,2015-03-10,,,False,False
809,canceled,2015-03-10,2015-03-14,4,False,True
1276,current,2015-03-10,,,False,False
542,current,2015-07-10,,,False,False
1063,canceled,2015-07-14,2015-07-14,0,False,True
701,canceled,2015-07-16,2015-07-20,4,False,True
526,current,2015-07-16,,,False,False
1255,canceled,2015-07-17,2015-07-23,6,False,True
355,current,2015-07-17,,,False,False
901,current,2015-07-17,,,False,False
1023,canceled,2015-07-17,2015-07-20,3,False,True
764,current,2015-07-17,,,False,False
210,current,2015-03-11,,,False,False
1048,current,2015-03-11,,,False,False
543,current,2015-04-01,,,False,False
1149,current,2015-04-01,,,False,False
1175,canceled,2015-04-02,2015-06-09,68,False,True
781,current,2015-04-02,,,False,False
425,current,2015-04-05,,,False,False
118,current,2015-04-06,,,False,False
310,current,2015-04-06,,,False,False
19,canceled,2015-04-06,2015-07-13,98,False,True
1070,current,2015-07-19,,,False,False
798,current,2015-07-19,,,False,False
1270,canceled,2015-07-20,2015-07-20,0,False,True
548,current,2015-07-20,,,False,False
1143,current,2015-08-11,,,False,False
931,current,2015-08-11,,,False,False
1056,current,2015-08-12,,,False,False
1235,current,2015-08-12,,,False,False
417,current,2015-08-12,,,False,False
794,current,2015-08-13,,,False,False
921,canceled,2015-08-17,2015-08-21,4,False,True
816,current,2015-08-20,,,False,False
1269,current,2015-08-21,,,False,False
1067,current,2015-08-22,,,False,False
1157,current,2015-08-22,,,False,False
980,canceled,2015-04-08,2015-04-14,6,False,True
726,canceled,2015-04-08,2015-05-15,37,False,True
177,current,2015-04-10,,,False,False
797,current,2015-04-24,,,False,False
49,current,2015-04-24,,,False,False
376,current,2015-05-05,,,False,False
1004,canceled,2015-05-06,2015-05-08,2,False,True
1024,canceled,2015-05-06,2015-05-11,5,False,True
228,current,2015-05-07,,,False,False
173,current,2015-05-07,,,False,False
422,current,2015-05-08,,,False,False
236,current,2015-05-10,,,False,False
779,canceled,2015-05-10,2015-06-18,39,False,True
881,canceled,2015-05-11,2015-05-14,3,False,True
1182,current,2015-05-11,,,False,False
287,current,2015-05-11,,,False,False
648,current,2015-05-11,,,False,False
1249,canceled,2015-05-11,2015-07-18,68,False,True
519,current,2015-05-11,,,False,False
1099,canceled,2015-05-11,2015-07-18,68,False,True
566,current,2015-05-12,,,False,False
846,canceled,2015-05-12,2015-06-19,38,False,True
1052,canceled,2015-05-12,2015-07-19,68,False,True
1059,canceled,2015-05-12,2015-05-18,6,False,True
661,canceled,2015-05-12,2015-06-19,38,False,True
852,current,2015-05-12,,,False,False
491,current,2015-05-12,,,False,False
445,current,2015-05-13,,,False,False
644,current,2015-05-13,,,False,False
68,current,2015-05-13,,,False,False
489,current,2015-06-01,,,False,False
911,canceled,2015-06-01,2015-06-03,2,False,True
1291,canceled,2015-06-03,2015-06-03,0,False,True
1206,current,2015-06-03,,,False,False
414,current,2015-06-07,,,False,False
226,current,2015-06-08,,,False,False
2,current,2015-06-08,,,False,False
1241,canceled,2015-06-09,2015-06-09,0,False,True
1187,canceled,2015-06-09,2015-06-15,6,False,True
1274,current,2015-07-08,,,False,False
218,current,2015-07-08,,,False,False
324,current,2015-07-09,,,False,False
891,canceled,2015-07-09,2015-07-15,6,False,True
1000,current,2015-07-11,,,False,False
973,current,2015-07-13,,,False,False
806,current,2015-07-15,,,False,False
1178,canceled,2015-07-16,2015-08-07,22,False,True
832,current,2015-07-16,,,False,False
1232,canceled,2015-07-16,2015-07-17,1,False,True
1057,canceled,2015-07-17,2015-07-21,4,False,True
689,current,2015-07-17,,,False,False
1278,current,2015-07-17,,,False,False
1272,canceled,2015-07-17,2015-07-23,6,False,True
438,current,2015-07-17,,,False,False
992,current,2015-07-17,,,False,False
575,current,2015-07-17,,,False,False
807,canceled,2015-07-20,2015-07-22,2,False,True
1298,current,2015-08-11,,,False,False
751,current,2015-08-11,,,False,False
1176,current,2015-08-12,,,False,False
1110,current,2015-08-13,,,False,False
1116,canceled,2015-08-15,2015-08-18,3,False,True
874,current,2015-08-22,,,False,False
686,current,2015-08-23,,,False,False
